Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 8639.871198593119 watts, PV: 10.691401955341293 watts, Broker/PV in kW: 8.65kW, timestamp: 1584725453819 
Broker: 8640.739866424437 watts, PV: 1.8754803779599216 watts, Broker/PV in kW: 8.64kW, timestamp: 1584725453920 
Broker: 8642.719080657786 watts, PV: 5.349857403276523 watts, Broker/PV in kW: 8.65kW, timestamp: 1584725454023 
Broker: 8643.751120082656 watts, PV: 2.941724004800439 watts, Broker/PV in kW: 8.65kW, timestamp: 1584725454119 
Broker: 8645.449131153231 watts, PV: 14.177679611757705 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454225 
Broker: 8646.80507195787 watts, PV: 9.676170153708878 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454330 
Broker: 8647.865472908985 watts, PV: 16.04295019039813 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454430 
Broker: 8649.522035950942 watts, PV: 17.376559757705714 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725454533 
Broker: 8650.939429850336 watts, PV: 4.308464863278685 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454635 
Broker: 8651.827445025803 watts, PV: 9.128410530862045 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454735 
Broker: 8653.61075714739 watts, PV: 4.618755945339568 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725454840 
Broker: 8654.101712659654 watts, PV: 12.272123870067269 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725454953 
Broker: 8654.911343706688 watts, PV: 11.868539321056012 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725455040 
Broker: 8656.805708699823 watts, PV: 4.961393377703436 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725455154 
Broker: 8658.576912090546 watts, PV: 12.275782127788709 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725455246 
Broker: 8659.340237172193 watts, PV: 3.3141339644371293 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725455350 
Broker: 8659.890721536538 watts, PV: 6.056079816130069 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725455452 
Broker: 8661.150780303276 watts, PV: 12.627744137350096 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725455551 
Broker: 8661.194880322057 watts, PV: 3.14929429827171 watts, Broker/PV in kW: 8.66kW, timestamp: 1584725455654 
Broker: 8662.598460770896 watts, PV: 18.870042491619476 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725455759 
Broker: 8663.97730003127 watts, PV: 12.649699376639392 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725455864 
Broker: 8665.269599934034 watts, PV: 7.399246830832453 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725455973 
Broker: 8667.079703099625 watts, PV: 17.85111214156748 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456070 
Broker: 8667.538577914213 watts, PV: 4.964913178920152 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725456166 
Broker: 8668.875334253595 watts, PV: 2.051262275290253 watts, Broker/PV in kW: 8.67kW, timestamp: 1584725456267 
Broker: 8669.320291190768 watts, PV: 11.577786672808234 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456375 
Broker: 8670.79426212484 watts, PV: 13.23198354967924 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456481 
Broker: 8670.800680714858 watts, PV: 10.838667674133383 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456582 
Broker: 8671.443038286148 watts, PV: 19.597153302359978 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725456689 
Broker: 8671.482170724665 watts, PV: 4.851396814442563 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456785 
Broker: 8672.89162504366 watts, PV: 15.308256216686583 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725456886 
Broker: 8674.012768443323 watts, PV: 3.5361023308521933 watts, Broker/PV in kW: 8.68kW, timestamp: 1584725456995 
Broker: 8675.753688962077 watts, PV: 16.07982191617946 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457093 
Broker: 8675.89330718052 watts, PV: 15.282137720413381 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457196 
Broker: 8677.818387056495 watts, PV: 19.64044799253443 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725457301 
Broker: 8677.92631197458 watts, PV: 10.355207290949489 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457399 
Broker: 8678.874463446502 watts, PV: 8.438117689660398 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457503 
Broker: 8680.13171323803 watts, PV: 18.734021254427805 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725457608 
Broker: 8681.217843218856 watts, PV: 15.428720179087275 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725457715 
Broker: 8681.347467641017 watts, PV: 10.955378176220254 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457820 
Broker: 8682.033923796327 watts, PV: 7.155418571220107 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725457920 
Broker: 8682.16446496448 watts, PV: 8.370549050469522 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725458016 
Broker: 8684.130242776042 watts, PV: 17.15971927240656 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725458122 
Broker: 8684.72810159958 watts, PV: 1.6092816377013097 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725458225 
Broker: 8684.772890364966 watts, PV: 18.718290633033128 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725458322 
Broker: 8685.577101310746 watts, PV: 1.0658215605265786 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725458425 
Broker: 8687.120859143188 watts, PV: 2.9382032869019126 watts, Broker/PV in kW: 8.69kW, timestamp: 1584725458533 
Broker: 8687.56893672706 watts, PV: 16.161739592253316 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725458634 
Broker: 8688.956416581212 watts, PV: 13.677142302771209 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725458736 
Broker: 8690.105485916372 watts, PV: 16.46153617164869 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725458841 
Broker: 8691.769324055602 watts, PV: 13.643180905116402 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725458946 
Broker: 8693.541954185577 watts, PV: 11.435956791600749 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725459051 
Broker: 8695.364270563337 watts, PV: 6.533127868294866 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725459154 
Broker: 8695.84104482992 watts, PV: 18.704066710471878 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725459257 
Broker: 8696.641752812986 watts, PV: 16.707848097817653 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725459360 
Broker: 8698.262766592201 watts, PV: 8.031149771754734 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725459473 
Broker: 8699.679497499335 watts, PV: 0.4247062513528821 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725459565 
Broker: 8701.312086998636 watts, PV: 15.350424422636205 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725459666 
Broker: 8702.712089439643 watts, PV: 5.406891146222614 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725459772 
Broker: 8702.907220141002 watts, PV: 0.6137002126959556 watts, Broker/PV in kW: 8.7kW, timestamp: 1584725459913 
Broker: 8704.08925159042 watts, PV: 4.3158375268728255 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725460048 
Broker: 8704.933653638822 watts, PV: 15.343751800342664 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725460110 
Broker: 8705.3014991334 watts, PV: 15.179372290875929 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725460190 
Broker: 8705.895509023652 watts, PV: 19.71944803623264 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725460293 
Broker: 8706.834915205467 watts, PV: 6.164618588929378 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725460398 
Broker: 8707.02176173354 watts, PV: 5.621523758903444 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725460499 
Broker: 8707.417126581795 watts, PV: 2.2731115298006044 watts, Broker/PV in kW: 8.71kW, timestamp: 1584725460598 
Broker: 8708.419059356751 watts, PV: 19.919883348821937 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725460705 
Broker: 8710.30127110366 watts, PV: 18.199362857928453 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725460804 
Broker: 8710.824368665479 watts, PV: 8.521224214656309 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725460910 
Broker: 8712.761383787198 watts, PV: 8.209636034039791 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725461010 
Broker: 8712.920522140135 watts, PV: 12.759873041232265 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461111 
Broker: 8714.751788075606 watts, PV: 12.264569613406477 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461222 
Broker: 8715.754610409556 watts, PV: 15.191976367159095 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461323 
Broker: 8717.518613692424 watts, PV: 2.821745595844529 watts, Broker/PV in kW: 8.72kW, timestamp: 1584725461420 
Broker: 8719.275304791852 watts, PV: 14.384408876866983 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461526 
Broker: 8719.45317651815 watts, PV: 11.634836280058103 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461626 
Broker: 8720.459345947975 watts, PV: 16.26539704163307 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725461731 
Broker: 8722.333211189 watts, PV: 19.56843792135299 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725461832 
Broker: 8724.166497360524 watts, PV: 5.072511235708714 watts, Broker/PV in kW: 8.73kW, timestamp: 1584725461945 
Broker: 8725.93935738802 watts, PV: 18.314197817814247 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462040 
Broker: 8727.039335243155 watts, PV: 8.455669346647099 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462145 
Broker: 8728.332114878185 watts, PV: 10.782489891432192 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462244 
Broker: 8729.581429356189 watts, PV: 17.86700966351257 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725462347 
Broker: 8730.429213955553 watts, PV: 12.193505639628 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462455 
Broker: 8730.880407715402 watts, PV: 11.014099012679775 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462549 
Broker: 8731.228987712464 watts, PV: 19.719304856896187 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725462653 
Broker: 8732.500575016877 watts, PV: 3.2860502099099076 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462761 
Broker: 8733.51868268076 watts, PV: 5.488857181263347 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462861 
Broker: 8735.13189834976 watts, PV: 4.253068810725589 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725462956 
Broker: 8735.13394834389 watts, PV: 17.960013354420518 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463057 
Broker: 8736.6059299758 watts, PV: 3.1318211138244 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725463164 
Broker: 8738.531398966727 watts, PV: 7.39503282462167 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463264 
Broker: 8740.32314050114 watts, PV: 7.876737289337785 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463375 
Broker: 8741.57243801271 watts, PV: 7.256797315548469 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463471 
Broker: 8741.63569867476 watts, PV: 0.13962561239034166 watts, Broker/PV in kW: 8.74kW, timestamp: 1584725463576 
Broker: 8743.295370044236 watts, PV: 8.519149274842203 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463680 
Broker: 8745.138933891078 watts, PV: 15.996579229965157 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725463780 
Broker: 8745.77452025604 watts, PV: 6.705887207047296 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463887 
Broker: 8745.779732021021 watts, PV: 8.628480354302589 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725463982 
Broker: 8745.97731409521 watts, PV: 0.9812527072551269 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725464090 
Broker: 8747.41068174858 watts, PV: 7.168481883092643 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725464194 
Broker: 8748.366893513265 watts, PV: 5.607717191215547 watts, Broker/PV in kW: 8.75kW, timestamp: 1584725464295 
Broker: 8749.554227658595 watts, PV: 7.773834462557647 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725464402 
Broker: 8749.948890961854 watts, PV: 14.99157812105861 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725464498 
Broker: 8750.043995337079 watts, PV: 6.384326348686042 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725464601 
Broker: 8751.718660766663 watts, PV: 13.377135446282239 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725464701 
Broker: 8751.821997062989 watts, PV: 6.834098528911401 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725464800 
Broker: 8752.7330864088 watts, PV: 2.6592728336371385 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725464906 
Broker: 8754.297642457896 watts, PV: 3.071900178989173 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725465017 
Broker: 8755.30527190845 watts, PV: 2.088923751402021 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725465105 
Broker: 8756.79345015303 watts, PV: 4.526855983984941 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725465212 
Broker: 8758.470760597636 watts, PV: 7.036517796667199 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725465320 
Broker: 8760.107222743794 watts, PV: 15.921033994923487 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725465419 
Broker: 8760.862032696456 watts, PV: 14.469461822246949 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725465521 
Broker: 8762.106943933795 watts, PV: 8.500123305222814 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725465635 
Broker: 8763.60916009367 watts, PV: 3.6968492964302113 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725465724 
Broker: 8764.025585182428 watts, PV: 0.23520053009470576 watts, Broker/PV in kW: 8.76kW, timestamp: 1584725465840 
Broker: 8766.019910352967 watts, PV: 11.362611624734615 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725465926 
Broker: 8766.058550091166 watts, PV: 9.41746692147194 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725466034 
Broker: 8767.90769027984 watts, PV: 13.677302067357395 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725466148 
Broker: 8767.957674003072 watts, PV: 3.5264062390284723 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725466240 
Broker: 8768.615153943976 watts, PV: 2.292298370948247 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725466342 
Broker: 8770.179690658957 watts, PV: 18.14677201398741 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725466445 
Broker: 8770.40191143752 watts, PV: 0.7890820413700439 watts, Broker/PV in kW: 8.77kW, timestamp: 1584725466550 
Broker: 8772.068371476142 watts, PV: 19.449227104695026 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725466649 
Broker: 8773.391066105985 watts, PV: 7.1610204248216025 watts, Broker/PV in kW: 8.78kW, timestamp: 1584725466766 
Broker: 8773.945849743634 watts, PV: 14.498563062468989 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725466866 
Broker: 8774.975996921348 watts, PV: 17.668917179841557 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725466960 
Broker: 8776.30359154172 watts, PV: 14.854764692476593 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725467062 
Broker: 8778.036503359353 watts, PV: 14.985182022311694 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725467160 
Broker: 8779.833994807508 watts, PV: 14.270757951346372 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725467262 
Broker: 8781.7334128718 watts, PV: 13.594619402712095 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725467365 
Broker: 8782.129225896977 watts, PV: 3.867483522345485 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725467478 
Broker: 8783.752833307415 watts, PV: 18.89595611356214 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725467568 
Broker: 8784.411405900377 watts, PV: 9.771842335267689 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725467813 
Broker: 8785.910209311314 watts, PV: 18.173533420388857 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725467905 
Broker: 8786.944995600925 watts, PV: 2.0803623074740685 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725468099 
Broker: 8787.939670109095 watts, PV: 19.43016424890201 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725468186 
Broker: 8788.35902497867 watts, PV: 1.582305341315986 watts, Broker/PV in kW: 8.79kW, timestamp: 1584725468186 
Broker: 8788.637064055425 watts, PV: 14.879904561754538 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725468374 
Broker: 8791.607470117771 watts, PV: 11.240473417915378 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725468471 
Broker: 8790.078824042868 watts, PV: 8.954860797730614 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725468471 
Broker: 8793.28032947079 watts, PV: 16.514151525859397 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725468566 
Broker: 8793.742443848365 watts, PV: 17.5998300106738 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725468750 
Broker: 8794.476037715413 watts, PV: 5.6198727133469895 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725468932 
Broker: 8795.62937113104 watts, PV: 15.070687293186623 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725468932 
Broker: 8797.444973707532 watts, PV: 6.79076390235994 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725469113 
Broker: 8799.580023147144 watts, PV: 12.108317538814465 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725469300 
Broker: 8797.66802654382 watts, PV: 14.682393501401254 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725469300 
Broker: 8799.98360520934 watts, PV: 0.04840643659041799 watts, Broker/PV in kW: 8.8kW, timestamp: 1584725469452 
Broker: 8800.170047540554 watts, PV: 19.777658947467287 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725469452 
Broker: 8800.382206756369 watts, PV: 7.506579437031364 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725469631 
Broker: 8802.012639805682 watts, PV: 5.607747686657483 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725469811 
Broker: 8802.859972439652 watts, PV: 18.397066115045803 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725469811 
Broker: 8804.611861039812 watts, PV: 10.05903285454452 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725469990 
Broker: 8806.05796966911 watts, PV: 11.326484635951001 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725469990 
Broker: 8806.157793700811 watts, PV: 4.930527649402987 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725470171 
Broker: 8806.322242588685 watts, PV: 13.270847855436664 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725470171 
Broker: 8807.341019388867 watts, PV: 7.878272403849986 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725470360 
Broker: 8809.762715694696 watts, PV: 12.443540225024346 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725470506 
Broker: 8808.931792342646 watts, PV: 19.239466742507574 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725470506 
Broker: 8810.685821374083 watts, PV: 2.2467028141849887 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725470683 
Broker: 8810.777632337853 watts, PV: 1.117922196006611 watts, Broker/PV in kW: 8.81kW, timestamp: 1584725470683 
Broker: 8811.350243480398 watts, PV: 10.18170730085921 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725470863 
Broker: 8814.573457861065 watts, PV: 15.290179838517023 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471046 
Broker: 8812.698692693897 watts, PV: 9.92589700098363 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471046 
Broker: 8815.044615768746 watts, PV: 12.909193276699362 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471225 
Broker: 8815.070058563611 watts, PV: 15.168294056102297 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471225 
Broker: 8815.07753662193 watts, PV: 5.4269269334839265 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471330 
Broker: 8815.492611498052 watts, PV: 8.337511847843672 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471330 
Broker: 8816.240709970263 watts, PV: 0.8122543028412332 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471483 
Broker: 8817.179170099576 watts, PV: 2.931523969017382 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471664 
Broker: 8817.676191797273 watts, PV: 9.737418473236175 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471727 
Broker: 8817.776209891845 watts, PV: 8.684785869553021 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471727 
Broker: 8818.449904358466 watts, PV: 7.608553049299465 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471790 
Broker: 8818.948988210013 watts, PV: 13.26994336745187 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725471869 
Broker: 8820.816135781555 watts, PV: 1.7090293518058353 watts, Broker/PV in kW: 8.82kW, timestamp: 1584725471974 
Broker: 8821.774048863197 watts, PV: 8.300246801398892 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472075 
Broker: 8823.299339433763 watts, PV: 10.297064744638377 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472180 
Broker: 8825.165296775354 watts, PV: 1.5704631610866837 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472287 
Broker: 8825.624450449135 watts, PV: 0.4009904243413276 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472385 
Broker: 8825.84102292724 watts, PV: 16.044904854065006 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725472490 
Broker: 8826.211034985306 watts, PV: 3.307001312860409 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472586 
Broker: 8827.131082090713 watts, PV: 3.2830925011481904 watts, Broker/PV in kW: 8.83kW, timestamp: 1584725472690 
Broker: 8828.67895907154 watts, PV: 10.486182034199976 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725472791 
Broker: 8828.718787065602 watts, PV: 11.91446830278732 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725472891 
Broker: 8829.995524130036 watts, PV: 9.585431553780213 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725472996 
Broker: 8831.99036769602 watts, PV: 7.883659665003884 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725473110 
Broker: 8832.817520236793 watts, PV: 11.406170275552924 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725473206 
Broker: 8833.57053503119 watts, PV: 7.9864181874676765 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725473306 
Broker: 8835.460635980095 watts, PV: 1.2125276798574003 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725473410 
Broker: 8836.11839344651 watts, PV: 11.107895146805866 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725473515 
Broker: 8837.05392168237 watts, PV: 14.209440241477669 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725473619 
Broker: 8837.90080624585 watts, PV: 19.05056186107174 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725473718 
Broker: 8839.27139209416 watts, PV: 11.187324012103556 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725473836 
Broker: 8839.357179340115 watts, PV: 8.667371441679057 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725473920 
Broker: 8841.272619974681 watts, PV: 14.219885689687128 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725474035 
Broker: 8841.686337910602 watts, PV: 2.2135895924144666 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725474125 
Broker: 8842.418473352162 watts, PV: 9.932789406350881 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725474229 
Broker: 8843.230304840115 watts, PV: 0.3223643390397912 watts, Broker/PV in kW: 8.84kW, timestamp: 1584725474333 
Broker: 8844.356246593708 watts, PV: 19.846088118906742 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725474436 
Broker: 8846.052951021937 watts, PV: 7.997544271412318 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725474537 
Broker: 8847.364065555632 watts, PV: 12.619724812172915 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725474646 
Broker: 8847.680952299572 watts, PV: 1.796416800064895 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725474740 
Broker: 8847.836389199754 watts, PV: 1.5330043892454803 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725474846 
Broker: 8849.510084508207 watts, PV: 18.412899810874634 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725474951 
Broker: 8850.88121650425 watts, PV: 2.1899196898328155 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725475060 
Broker: 8851.029701548949 watts, PV: 8.062540447413209 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725475153 
Broker: 8851.494331087279 watts, PV: 0.7939134642213519 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725475253 
Broker: 8852.01237375059 watts, PV: 0.301965314698629 watts, Broker/PV in kW: 8.85kW, timestamp: 1584725475359 
Broker: 8852.958288734471 watts, PV: 7.673572113735938 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725475460 
Broker: 8854.669147766477 watts, PV: 19.296051478914617 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725475560 
Broker: 8856.387336164074 watts, PV: 12.946246130869632 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725475677 
Broker: 8858.095932598182 watts, PV: 1.6604191627985587 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725475772 
Broker: 8859.611501510797 watts, PV: 18.452230363855357 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725475874 
Broker: 8860.552145390537 watts, PV: 0.6023335342384373 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725475983 
Broker: 8860.716601441924 watts, PV: 7.736893971952208 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725476091 
Broker: 8861.72424583966 watts, PV: 1.9212305188816448 watts, Broker/PV in kW: 8.86kW, timestamp: 1584725476185 
Broker: 8862.373887538648 watts, PV: 7.139540025885989 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725476288 
Broker: 8863.017370821184 watts, PV: 15.181165948893112 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725476388 
Broker: 8864.674164375887 watts, PV: 6.3096708985072025 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725476502 
Broker: 8865.491315667956 watts, PV: 13.725126359934974 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725476597 
Broker: 8867.400651825961 watts, PV: 6.517247371600825 watts, Broker/PV in kW: 8.87kW, timestamp: 1584725476698 
Broker: 8868.407608429452 watts, PV: 17.532635002254352 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725476809 
Broker: 8869.915315239687 watts, PV: 15.340500989509307 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725476905 
Broker: 8871.422616928754 watts, PV: 4.16724698058244 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725477015 
